Stock Code,Title,Memo
300197,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:45 on 24 August 2022.Meeting agenda:1. Election and nomination of non-independent directors, cumulative voting system applicable1.1. Liu Jiaqiang1.2. Hu Zhengming2. 2022 estimated additional continuing connected transactionsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365197Voting abbreviation:CECEP Techand Ecology votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
301093,EGM RESOLUTION,"The Company held its 3rd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Investment in a project by a wholly-owned subsidiary and capital increase in it with some surplus raised funds2. The project investment agreement and its supplementary agreement to be signed"
300406,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:00 on 24 August 2022.Meeting agenda:1. Connected transaction regarding renewal of the financial services agreement with a companyMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365406Voting abbreviation:Strong Biotechnologies votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300838,EGM RESOLUTION,"The Company held its 1st Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Change of the Company's domicile and business scope, and amendments to the Company's articles of association2. By-election of Yang Rui as an independent director3. By-election of Feng Huibin as a non-independent director"
300053,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 15:00 on 24 August 2022.Meeting agenda:1. Election of independent directorsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365053Voting abbreviation:Orbita votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300213,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. The share repurchase plan1.1. Objective of the share repurchase1.2. The share repurchase satisfies relevant conditions1.3. Price range of shares to be repurchased and repurchase method1.4. Type, purpose, number and percentage to the total capital of shares to be repurchased and total amount of funds for the repurchase1.5. Source of the funds to be used for the share repurchase1.6. Time limit of the share repurchase1.7. Authorization to the board to handle matters regarding the share repurchaseMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 18 August 2022 to 18 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365213Voting abbreviation:Jiaxun Feihong votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300009,SHARE REPURCHASE,"As of 07 August 2022, the Company has repurchased 4187406 public shares, accounting for 0.26 percent of the Company's total capital stock. The highest repurchase price was CNY10.3 per share and the lowest was CNY8.26 per share."
301043,RESTRICTED SHARE LISTING,"Among the Company's 1000000 restricted shares to be unlocked on 11 August 2022, 1000000 of them will be tradable on the Shenzhen Stock Exchange on that day."
301045,RESTRICTED SHARE LISTING,"Among the Company's 31588536 restricted shares to be unlocked on 15 August 2022, 31588536 of them will be tradable on the Shenzhen Stock Exchange on that day."
300185,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. Expansion of the Company's business scope and amendments to the Company's articles of association2. Amendments to the Company's rules of procedure governing shareholders' general meetings3. Amendments to the Company's rules of procedure governing the board meetings4. Amendments to the Company's rules of procedure governing meetings of the supervisory committeeMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 18 August 2022 to 18 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365185Voting abbreviation:Tongyu Heavy Industy votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300748,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. Change of the purpose of the H-share raised fundsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365748Voting abbreviation:JL Mag votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300014,EGM RESOLUTION,"The Company held its 4th Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Registration and issuance of debt financing instruments as a non-financial enterprise in the inter-bank bond market2. Amendments to the Company's articles of association3. Provision of guarantee for subsidiaries4. Adjustment and addition of subsidiaries' financing leasing business and guarantee5. Provision of guarantee for the bank credit line applied for by subsidiaries"
300065,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 14:00 on 24 August 2022.Meeting agenda:1. Change of the purpose, implementing parties and location of some projects financed with raised funds2. By-election of non-independent directorsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 23 August 2022 to 23 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365065Voting abbreviation:Highlander votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300994,RESTRICTED SHARE LISTING,"Among the Company's 16320000 restricted shares to be unlocked on 12 August 2022, 16320000 of them will be tradable on the Shenzhen Stock Exchange on that day."
300091,EGM RESOLUTION,"The Company held its 2nd Extraordinary General Meeting of 2022 on 08 August 2022, during which the following proposal(s) was/were approved:1. Connected transaction regarding acceptance of guarantee from and provision of counter guarantee for related parties"
300154,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. Adjustment of the amount of setting up a subsidiary in Germany with some surplus raised funds2. Capital increase in wholly-owned subsidiaries with some surplus raised funds and setting up a wholly-owned subsidiary to invest in the construction of a projectMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 23 August 2022 to 23 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365154Voting abbreviation:Riland votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300041,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:30 on 26 August 2022.Meeting agenda:1. Change of the Company's domicile and amendments to the Company's articles of association2. Amendments to the system for independent directorsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 22 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 26 August 2022Voting code:365041Voting abbreviation:Huitian New Materials votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 26 August 2022 to 26 August 2022."
300418,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 14:00 on 24 August 2022.Meeting agenda:1. Cancellation of the repurchased shares2. Amendments to the Company's articles of associationMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 23 August 2022 to 23 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365418Voting abbreviation:Kunlun votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
300052,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 14:00 on 25 August 2022.Meeting agenda:1. Repurchase and cancellation of some restricted stocks2. Connected transactions resulting from the public bidding of a wholly-owned subsidiaryMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 22 August 2022 to 22 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365052Voting abbreviation:Zhongqingbao votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300277,EGM-ONLINE,"The Company will hold the 1st Extraordinary General Meeting of 2022 at 15:00 on 25 August 2022.Meeting agenda:1. Change of the Company's business scope and amendments to the Company's articles of associationMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 19 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365277Voting abbreviation:Hirisun votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
300036,EGM-ONLINE,"The Company will hold the 2nd Extraordinary General Meeting of 2022 at 14:00 on 25 August 2022.Meeting agenda:1. Change of the Company's business scope and amendments to the Company's articles of associationMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 22 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 24 August 2022 to 24 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 25 August 2022Voting code:365036Voting abbreviation:Supermap Software votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 25 August 2022 to 25 August 2022."
301017,EGM-ONLINE,"The Company will hold the 3rd Extraordinary General Meeting of 2022 at 14:30 on 24 August 2022.Meeting agenda:1. Election of non-independent directors2. Change of the Company's business scope and amendments to the Company's articles of association3. By-election of non-employee supervisorsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 18 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 19 August 2022 to 19 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:366017Voting abbreviation:ShuYu Civilian votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."
301041,RESTRICTED SHARE LISTING,"Among the Company's 35075768 restricted shares to be unlocked on 11 August 2022, 24518768 of them will be tradable on the Shenzhen Stock Exchange on that day."
300161,EGM-ONLINE,"The Company will hold the 4th Extraordinary General Meeting of 2022 at 14:00 on 24 August 2022.Meeting agenda:1. Connected transaction regarding the assets purchase by subsidiaries2. Amendments to the Company's articles of association3. Amendments to the Company's systems3.1. The Company's rules of procedure governing shareholders' general meetings3.2. The Company's rules of procedure governing the board meetings3.3. The Company's rules of procedure governing meetings of the supervisory committee3.4. Work system for independent directors3.5. Connected transactions management system3.6. External guarantee management system3.7. External investment management system3.8. Management system for the use of raised fundsMeeting attendees: 1. A-share holders registered at CSDC Shenzhen after the close of trading on 17 August 2022 are entitled to vote. Original notarized power of attorney for voting is required.2. Directors of the board, supervisors of the supervisory committee, senior executives and appointed lawyers are entitled to attend the meeting.Registration period: from 19 August 2022 to 19 August 2022The Company's shareholder may choose to vote online via the trading system of Shenzhen Stock Exchange or via the website of http://wltp.cninfo.com.cn.Part I Voting via the trading systemVoting date: 24 August 2022Voting code:365161Voting abbreviation:Huazhong Numerical Control votingVoting process: 1. To input the ""buy"" instruction to begin voting2. To input the serial number of the Investors Meeting proposals under the item of ""subscription price"" ""1 share"" for voting for, ""2 shares"" for voting against and ""3 shares"" for ""abstention"".Part II Voting via the internetShareholders may choose the CA (certification authority) or service password for identity verification. As to the service password, shareholders may apply for a password on the website http://www.szse.cn or http://wltp.cninfo.com.cn. Voting period: from 24 August 2022 to 24 August 2022."

